,Date,Code,SampleID,i161,i196,Ratio,nGrains,calibrated,SampleCode,Frame,Treatment,TreeNumber,sampling_number,calBatch
1,11/09/2025,3749,K082,1736154,5332695,0.325567841,150,0.404921231,A_UV_002_a,A,UV,2,a,a
2,11/09/2025,3750,K085,2493768,5366627,0.464680702,150,0.48601592,A_UV_004_a,A,UV,4,a,a
3,11/09/2025,3751,K088,2499916,5293704,0.472243253,150,0.490424446,A_UV_004_b,A,UV,4,b,a
4,11/09/2025,3752,K091,1675538,5438217,0.308104292,150,0.394741,A_UV_002_a,A,UV,2,a,a
5,11/09/2025,3753,K094,1422458,5361844,0.265292687,150,0.36978433,A_UV_006_a,A,UV,6,a,a
6,11/09/2025,3754,K097,2086039,5434403,0.383857988,150,0.438900989,A_UV_006_b,A,UV,6,b,a
7,11/09/2025,3755,K100,2488477,5294100,0.470047222,150,0.489144288,A_CON_001_a,A,CON,1,a,a
8,11/09/2025,3756,K103,2074680,5346378,0.38805337,150,0.441346652,A_CON_001_b,A,CON,1,b,a
9,11/09/2025,3757,K106,1711364,5162334,0.33150974,150,0.408385012,A_CON_002_a,A,CON,2,a,a
10,11/09/2025,3758,K109,2362633,5319107,0.444178506,150,0.474064335,A_CON_002_b,A,CON,2,b,a
11,11/09/2025,3759,K112,2616046,5472320,0.478050626,150,0.493809806,A_CON_004_a,A,CON,4,a,a
12,11/09/2025,3760,K115,2106008,5425079,0.388198587,150,0.441431305,A_CON_004_b,A,CON,4,b,a
13,11/09/2025,3761,K118,1262306,5289326,0.238651579,150,0.354254117,A_CON_005_a,A,CON,5,a,a
14,11/09/2025,3762,K121,2112558,5420408,0.38974151,150,0.442330739,A_CON_006_a,A,CON,6,a,a
15,11/09/2025,3763,K160,2040362,5147764,0.396358885,150,0.446188283,A_UV_001_b,A,UV,1,b,a
16,12/09/2025,3774,K163,2430698,6127361,0.396695739,150,0.416445052,A_UV_002_b,A,UV,2,b,b
17,12/09/2025,3775,K166,2160137,5978277,0.361331032,150,0.395439061,A_CON_006_b,A,CON,6,b,b
18,12/09/2025,3776,K169,2579356,5860991,0.440088715,150,0.442219689,B_UV_001_b,B,UV,1,b,b
19,12/09/2025,3777,K172,2305397,5954024,0.387199816,150,0.410804647,B_UV_002_a,B,UV,2,a,b
20,12/09/2025,3778,K175,2353638,5648510,0.416682984,150,0.428317111,B_UV_002_b,B,UV,2,b,b
21,12/09/2025,3779,K178,1453556,5903382,0.246224283,150,0.327067751,B_UV_003_b,B,UV,3,b,b
22,12/09/2025,3780,K181,2567454,5889123,0.435965423,150,0.439770529,B_UV_004_a,B,UV,4,a,b
23,12/09/2025,3781,K184,2276810,5749711,0.395986859,150,0.416023991,B_UV_006_a,B,UV,6,a,b
24,12/09/2025,3782,K187,2625988,6059042,0.433399868,150,0.438246635,B_UV_006_b,B,UV,6,b,b
25,12/09/2025,3783,K190,2226160,6312269,0.352671916,150,0.390295704,B_CON_002_a,B,CON,2,a,b
26,12/09/2025,3784,K193,2499487,6678913,0.374235598,150,0.403104138,B_CON_002_b,B,CON,2,b,b
27,12/09/2025,3785,K196,1153709,5778115,0.19966875,150,0.299414614,B_CON_003_a,B,CON,3,a,b
28,12/09/2025,3786,K199,1503330,5945052,0.252870791,150,0.331015656,B_CON_004_a,B,CON,4,a,b
29,12/09/2025,3787,K202,2128223,5924125,0.359246809,150,0.394201071,B_CON_004_b,B,CON,4,b,b
30,12/09/2025,3788,K205,2164954,5908551,0.366410309,150,0.398456059,B_CON_005_a,B,CON,5,a,b
31,12/09/2025,3789,K208,2298287,5509923,0.417117807,150,0.428575389,B_CON_005_b,B,CON,5,b,b
32,16/09/2025,3800,K211,2135645,5625749,0.379619674,150,0.412035168,B_CON_006_a,B,CON,6,a,c
33,16/09/2025,3801,K214,1597962,5708374,0.279932955,150,0.372007643,B_CON_006_b,B,CON,6,b,c
34,16/09/2025,3802,K217,2270092,5836180,0.388968812,150,0.415789157,C_UV_001_b,C,UV,1,b,c
35,16/09/2025,3803,K220,2564817,5532985,0.463550326,150,0.445736109,C_UV_002_a,C,UV,2,a,c
36,16/09/2025,3804,K223,2384502,5064047,0.470868853,150,0.448674741,C_UV_002_b,C,UV,2,b,c
37,16/09/2025,3805,K226,1184080,5138212,0.230445922,150,0.352136957,C_UV_003_a,C,UV,3,a,c
38,16/09/2025,3806,K229,1560983,4796951,0.325411496,150,0.390268786,C_UV_003_b,C,UV,3,b,c
39,16/09/2025,3807,K232,2686602,5692089,0.471988755,150,0.449124419,C_UV_004_a,C,UV,4,a,c
40,16/09/2025,3808,K235,2155230,5673847,0.379853387,150,0.412129011,C_UV_004_b,C,UV,4,b,c
41,16/09/2025,3809,K238,2485576,5560855,0.446977308,150,0.439081493,C_UV_005_b,C,UV,5,b,c
42,16/09/2025,3810,K241,1653501,5266445,0.313969101,150,0.385674284,C_UV_006_a,C,UV,6,a,c
43,16/09/2025,3811,K244,2216468,6059130,0.365806312,150,0.406488645,C_UV_006_b,C,UV,6,b,c
44,16/09/2025,3812,K247,2493175,6062474,0.411247125,150,0.424734639,C_CON_002_a,C,CON,2,a,c
45,16/09/2025,3813,K250,2510790,6082845,0.412765737,150,0.425344412,C_CON_002_b,C,CON,2,b,c
46,16/09/2025,3814,K253,1179987,4443675,0.265543047,150,0.366229617,C_CON_003_a,C,CON,3,a,c
47,16/09/2025,3815,K256,2855183,6600538,0.432568224,150,0.433295768,C_CON_004_a,C,CON,4,a,c
48,18/09/2025,3826,K259,3050732,6068170,0.502743331,150,0.49690958,C_CON_005_b,C,CON,5,b,d
49,18/09/2025,3827,K262,1872275,6001692,0.311957861,150,0.386900845,C_CON_006_a,C,CON,6,a,d
50,18/09/2025,3828,K265,2213496,6063602,0.365046387,150,0.417512198,C_CON_006_b,C,CON,6,b,d
51,18/09/2025,3829,K268,2654176,6118913,0.433765932,150,0.457136549,D_UV_001_b,D,UV,1,b,d
52,18/09/2025,3830,K271,2090724,5961863,0.350683,150,0.409230131,D_UV_002_a,D,UV,2,a,d
53,18/09/2025,3831,K274,2513500,6086133,0.412988017,150,0.445155803,D_UV_002_b,D,UV,2,b,d
54,18/09/2025,3832,K277,1538563,4244363,0.362495621,150,0.416041402,D_UV_003_a,D,UV,3,a,d
55,18/09/2025,3833,K280,1614655,5530202,0.291970348,150,0.375375852,D_UV_003_b,D,UV,3,b,d
56,18/09/2025,3834,K283,2521934,5884257,0.42859005,150,0.454152085,D_UV_004_a,D,UV,4,a,d
57,18/09/2025,3835,K286,2608656,5801235,0.449672527,150,0.466308444,D_UV_004_b,D,UV,4,b,d
58,18/09/2025,3836,K289,2537135,5592488,0.453668385,150,0.468612494,D_UV_005_a,D,UV,5,a,d
59,18/09/2025,3837,K292,2044680,5682399,0.359826897,150,0.414502591,D_UV_006_a,D,UV,6,a,d
60,18/09/2025,3838,K295,1839118,5696998,0.3228223,150,0.393165385,D_UV_006_b,D,UV,6,b,d
61,18/09/2025,3839,K298,2392093,5606049,0.426698554,150,0.45306143,D_CON_001_a,D,CON,1,a,d
62,18/09/2025,3840,K301,2356704,5645074,0.417479735,150,0.447745771,D_CON_002_b,D,CON,2,b,d
63,18/09/2025,3841,K304,2681170,5503256,0.487197034,150,0.487945435,D_CON_003_a,D,CON,3,a,d
64,19/09/2025,3852,K307,1288988,4083306,0.315672644,150,0.289644681,D_CON_003_b,D,CON,3,b,e
65,19/09/2025,3853,K310,2556329,2295628,1.113564131,150,0.641196811,D_CON_004_a,D,CON,4,a,e
66,19/09/2025,3854,K313,2428959,3558817,0.682518657,150,0.451277559,D_CON_004_b,D,CON,4,b,e
67,19/09/2025,3855,K316,1875765,4121360,0.455132529,150,0.351090906,D_CON_005_a,D,CON,5,a,e
68,19/09/2025,3856,K319,1875025,3573284,0.52473439,150,0.381757585,D_CON_005_b,D,CON,5,b,e
69,19/09/2025,3857,K322,2132819,3612211,0.590446959,150,0.410710637,D_CON_006_a,D,CON,6,a,e
70,19/09/2025,3858,K325,2158778,5172280,0.417374543,150,0.334454683,D_CON_006_b,D,CON,6,b,e
71,19/09/2025,3859,K328,2520505,4401342,0.572667382,150,0.40287693,E_UV_001_b,E,UV,1,b,e
72,19/09/2025,3860,K331,2443612,5091594,0.479930646,150,0.362016992,E_UV_002_a,E,UV,2,a,e
73,19/09/2025,3861,K334,2462087,5006717,0.491756774,150,0.3672276,E_UV_002_b,E,UV,2,b,e
74,19/09/2025,3862,K337,1190037,4365937,0.272573104,150,0.270654962,E_UV_003_a,E,UV,3,a,e
75,19/09/2025,3863,K340,1599458,3539580,0.451877906,150,0.349656914,E_UV_003_b,E,UV,3,b,e
76,19/09/2025,3864,K343,2329729,3532533,0.659506649,150,0.441138435,E_UV_004_a,E,UV,4,a,e
77,19/09/2025,3865,K346,3107377,3756398,0.827222515,150,0.515034285,E_UV_004_b,E,UV,4,b,e
