"","Exp_Year","Sample_Year","Location","Species","Materials","Group","Treatment","Sample_ID","Sample_Dup","FTIR_Dup","3324","2924","2856","1740","1636","1556","1516","1440","1376","1324","1268","1036","996","832"
"39","2025","2025","GH","Pmu","cul","C","UV","24","1","3","0.870178052465055","2.61048868160458","1.35674579337969","-0.0228355030186848","1.31071168169309","0.206734338184897","0.206734338184897","1.16874125578977","0.840274881939672","1.09507204749405","1.27001644872177","3.17827641879888","3.10504420099035","0.191264703942737"
"40","2025","2025","GH","Pmu","cul","C","UV","25","1","1","0.960256251934675","2.08255917603287","0.98735067437335","-0.0111445125783903","1.34971114351799","-0.0642676449883012","0.106108238528457","0.859123171281717","0.644565208433438","0.695944633178329","0.858758937108171","3.81524639369528","3.60466929420205","-0.358463407168347"
"41","2025","2025","GH","Pmu","cul","D","CON","37","1","1","0.90430301773828","2.42231794020122","1.24219823373635","-0.12631460458078","1.41806741370942","-0.0885614326240885","0.256052822767624","1.15604489264523","0.872941135550456","1.08549281648753","1.22409592738778","3.2791198407761","3.16129909068358","0.101731609026094"
"42","2025","2025","GH","Pmu","cul","D","CON","37","1","2","0.924721341725654","2.44103348656123","1.24133264908824","-0.12758792622721","1.39543290431954","-0.132815345553027","0.233807959592205","1.14608829933571","0.862166386306869","1.08795543188293","1.2338467275849","3.28533448213318","3.11939367920189","0.128923275339587"
"43","2025","2025","GH","Pmu","cul","D","CON","37","1","3","1.05646769967734","2.24756476485459","1.10087416940039","-0.174125050449133","1.60351892813628","0.111424793464517","0.336293349942929","1.12398438946679","0.878534044766654","1.01919429638781","1.12592085533371","3.25658711917877","3.14111525491084","0.0291131980295756"
"44","2025","2025","GH","Pmu","cul","D","CON","38","1","1","1.09259213685785","2.26495809503017","1.12323208548223","-0.137617149634824","1.64153561766497","0.102818080913383","0.331651570507542","1.17334971074656","0.895580069115483","1.05966096292977","1.17082998303157","3.00108771971304","2.94750545508336","0.0868536586994562"
"45","2025","2025","GH","Pmu","cul","D","CON","38","1","2","1.11283868434411","2.27558724099806","1.11343405044424","-0.144935249620506","1.63705884953273","0.100243900671869","0.330181203514209","1.13387284539584","0.864662282930705","1.02920629540976","1.13119630364148","3.01842639095638","2.98980365038706","0.0648421172563785"
"46","2025","2025","GH","Pmu","cul","D","CON","38","1","3","1.13632605722254","2.19904285775933","1.06352864654459","-0.151400399679858","1.68290759769931","0.167798813489228","0.345498671542599","1.14087800964168","0.889282051808743","1.01827628121149","1.11355869727944","3.04351731544488","3.00023071547057","0.0521688570812367"
"47","2025","2025","GH","Pmu","cul","D","CON","40","1","1","0.949041420529834","2.46955157728147","1.25518240728958","-0.0424400645527908","1.42222564158907","-0.0982929406686775","0.245539419985263","1.13709230044541","0.843803765012736","1.05817798226796","1.22090370635718","3.21098881123734","3.11410524527972","0.119533424034685"
"48","2025","2025","GH","Pmu","cul","D","CON","40","1","2","1.06773319962916","2.32679275606753","1.15327833057117","-0.0952359090476028","1.51978670059292","0.00517581323087661","0.272625774373005","1.11837375414813","0.843983006258913","1.0152513718322","1.16249158517341","3.16284201130412","3.10706086106193","0.0784413858673167"
"49","2025","2025","GH","Pmu","cul","D","CON","40","1","3","0.966333483025995","2.4396397213225","1.22233723761361","-0.07542661820492","1.41083226555139","-0.126605331169145","0.224815658129563","1.09590615184274","0.804279686050878","1.0119253764518","1.16997607721042","3.34005189819477","3.20729777705694","0.072599638251724"
"50","2025","2025","GH","Pmu","cul","D","UV","34","1","1","1.10908609165686","2.23825556880667","1.09669482740361","-0.139275899323917","1.62494338986225","0.166328225650669","0.358601336034543","1.12797538936964","0.876976403040171","0.957018008260138","1.07333735821454","3.1081323183747","3.00554698894234","0.0432528855020373"
"51","2025","2025","GH","Pmu","cul","D","UV","34","1","2","1.25541232069859","2.01410516709341","0.932223669191796","-0.240478921107333","1.73073476169799","0.273087870548759","0.397239995845827","1.1061571036288","0.86130246824712","0.923004777823086","1.01917892516903","2.98776861228758","2.87189771585522","0.0463621089567667"
"52","2025","2025","GH","Pmu","cul","D","UV","34","1","3","1.40544201908443","1.87380450295412","0.838629795604222","-0.228981542058489","1.8650356080238","0.450291097490809","0.4464239384128","1.05631845567375","0.864241839726362","0.842704241762863","0.913850518781705","2.96389387808878","2.83671593049218","-0.0548765224234665"
"53","2025","2025","GH","Pmu","cul","E","CON","49","1","1","0.961347057770634","2.47674230856054","1.26272524594118","-0.00733584288708985","1.34264082939124","0.178605201700901","0.178605201700901","1.11460523910235","0.839073804318247","1.01021076173017","1.14945183106177","3.32967519342379","3.24155621518892","0.0657079232936263"
"54","2025","2025","GH","Pmu","cul","E","CON","49","1","2","0.964506854146892","2.55724373400512","1.30704093909685","-0.0174084817207397","1.33009944015647","0.182199864008942","0.182199864008942","1.13479602108879","0.839133061295199","1.05301738454575","1.20130317771469","3.203801154379","3.13473914129632","0.12327587024661"
"55","2025","2025","GH","Pmu","cul","E","CON","49","1","3","0.961206001165382","2.50892578607431","1.28708107302546","0.0189662253075287","1.34707717507641","0.180499135543394","0.180499135543394","1.10978281516723","0.829932807111015","0.997096642878668","1.13591754724521","3.30179136065587","3.25148171465497","0.0335275742512905"
