"","Exp_Year","Sample_Year","Location","Species","Materials","Group","Treatment","Sample_ID","Sample_Dup","FTIR_Dup","PLS","GCMS","GCMS_SD","Normal","Total","Mal_Ratio"
"232",2025,2025,"GH","Pmu","cut","D","CON",4,"a",3,0.4464877,0.5109276,0.112825156,581,605,0.0396694214876033
"233",2025,2025,"GH","Pmu","cut","D","CON",4,"b",1,0.4939227,0.4469774,0.00551002,630,633,0.004739336492891
"234",2025,2025,"GH","Pmu","cut","D","CON",4,"b",2,0.4917656,0.4469774,0.00551002,630,633,0.004739336492891
"235",2025,2025,"GH","Pmu","cut","D","CON",4,"b",3,0.4766423,0.4469774,0.00551002,630,633,0.004739336492891
"239",2025,2025,"GH","Pmu","cut","D","CON",5,"b",1,0.4260868,0.3840462,0.037976806,589,609,0.0328407224958949
"240",2025,2025,"GH","Pmu","cut","D","CON",5,"b",2,0.4241072,0.3840462,0.037976806,589,609,0.0328407224958949
"241",2025,2025,"GH","Pmu","cut","D","CON",5,"b",3,0.4152737,0.3840462,0.037976806,589,609,0.0328407224958949
"243",2025,2025,"GH","Pmu","cut","D","CON",6,"a",2,0.4777777,0.4072584,0.023240753,629,635,0.0094488188976378
"244",2025,2025,"GH","Pmu","cut","D","CON",6,"a",3,0.4795705,0.4072584,0.023240753,629,635,0.0094488188976378
"245",2025,2025,"GH","Pmu","cut","D","CON",6,"b",1,0.391663,0.3791689,0.0426337,634,637,0.00470957613814757
"246",2025,2025,"GH","Pmu","cut","D","CON",6,"b",2,0.4039744,0.3791689,0.0426337,634,637,0.00470957613814757
"247",2025,2025,"GH","Pmu","cut","D","CON",6,"b",3,0.3867645,0.3791689,0.0426337,634,637,0.00470957613814757
"248",2025,2025,"GH","Pmu","cut","D","UV",1,"b",1,0.4224053,0.4156083,0.057117269,545,555,0.018018018018018
"250",2025,2025,"GH","Pmu","cut","D","UV",1,"b",3,0.430469,0.4156083,0.057117269,545,555,0.018018018018018
"251",2025,2025,"GH","Pmu","cut","D","UV",2,"a",1,0.4155302,0.3960259,0.011456506,546,589,0.0730050933786078
"252",2025,2025,"GH","Pmu","cut","D","UV",2,"a",2,0.3956225,0.3960259,0.011456506,546,589,0.0730050933786078
"253",2025,2025,"GH","Pmu","cut","D","UV",2,"a",3,0.4076953,0.3960259,0.011456506,546,589,0.0730050933786078
"254",2025,2025,"GH","Pmu","cut","D","UV",2,"b",1,0.4398971,0.4288225,0.018325597,595,675,0.118518518518519
"255",2025,2025,"GH","Pmu","cut","D","UV",2,"b",2,0.4365201,0.4288225,0.018325597,595,675,0.118518518518519
"256",2025,2025,"GH","Pmu","cut","D","UV",2,"b",3,0.4141757,0.4288225,0.018325597,595,675,0.118518518518519
"257",2025,2025,"GH","Pmu","cut","D","UV",3,"a",1,0.3032485,0.3528902,0.054803543,547,582,0.0601374570446735
"258",2025,2025,"GH","Pmu","cut","D","UV",3,"a",2,0.3191095,0.3528902,0.054803543,547,582,0.0601374570446735
"259",2025,2025,"GH","Pmu","cut","D","UV",3,"a",3,0.3198922,0.3528902,0.054803543,547,582,0.0601374570446735
"260",2025,2025,"GH","Pmu","cut","D","UV",3,"b",1,0.3651907,0.3537908,0.022799322,636,646,0.0154798761609907
"261",2025,2025,"GH","Pmu","cut","D","UV",3,"b",2,0.3513427,0.3537908,0.022799322,636,646,0.0154798761609907
"262",2025,2025,"GH","Pmu","cut","D","UV",3,"b",3,0.3425898,0.3537908,0.022799322,636,646,0.0154798761609907
"263",2025,2025,"GH","Pmu","cut","D","UV",4,"a",1,0.4394068,0.4410608,0.017183044,577,580,0.00517241379310345
"264",2025,2025,"GH","Pmu","cut","D","UV",4,"a",2,0.4279679,0.4410608,0.017183044,577,580,0.00517241379310345
"265",2025,2025,"GH","Pmu","cut","D","UV",4,"a",3,0.4271579,0.4410608,0.017183044,577,580,0.00517241379310345
"266",2025,2025,"GH","Pmu","cut","D","UV",4,"b",1,0.440948,0.4388358,0.023793719,589,591,0.00338409475465313
"267",2025,2025,"GH","Pmu","cut","D","UV",4,"b",2,0.4321079,0.4388358,0.023793719,589,591,0.00338409475465313
"268",2025,2025,"GH","Pmu","cut","D","UV",4,"b",3,0.4378492,0.4388358,0.023793719,589,591,0.00338409475465313
"269",2025,2025,"GH","Pmu","cut","D","UV",5,"a",1,0.4482957,0.4411757,0.024431693,624,633,0.014218009478673
"270",2025,2025,"GH","Pmu","cut","D","UV",5,"a",2,0.4360886,0.4411757,0.024431693,624,633,0.014218009478673
"271",2025,2025,"GH","Pmu","cut","D","UV",5,"a",3,0.4620654,0.4411757,0.024431693,624,633,0.014218009478673
"272",2025,2025,"GH","Pmu","cut","D","UV",6,"a",1,0.4246961,0.3930418,0.019113803,605,628,0.036624203821656
"273",2025,2025,"GH","Pmu","cut","D","UV",6,"a",2,0.4248292,0.3930418,0.019113803,605,628,0.036624203821656
"274",2025,2025,"GH","Pmu","cut","D","UV",6,"a",3,0.4262405,0.3930418,0.019113803,605,628,0.036624203821656
"275",2025,2025,"GH","Pmu","cut","D","UV",6,"b",1,0.3739722,0.361798,0.028216521,417,541,0.229205175600739
"276",2025,2025,"GH","Pmu","cut","D","UV",6,"b",2,0.3523099,0.361798,0.028216521,417,541,0.229205175600739
"277",2025,2025,"GH","Pmu","cut","D","UV",6,"b",3,0.3332359,0.361798,0.028216521,417,541,0.229205175600739
"278",2025,2025,"GH","Pmu","cut","E","CON",1,"b",1,0.5097366,0.5092574,0.025967253,625,626,0.00159744408945687
"279",2025,2025,"GH","Pmu","cut","E","CON",1,"b",2,0.5089568,0.5092574,0.025967253,625,626,0.00159744408945687
"280",2025,2025,"GH","Pmu","cut","E","CON",1,"b",3,0.5210026,0.5092574,0.025967253,625,626,0.00159744408945687
"281",2025,2025,"GH","Pmu","cut","E","CON",2,"a",1,0.3713461,0.3912577,0.026957068,596,605,0.0148760330578512
"282",2025,2025,"GH","Pmu","cut","E","CON",2,"a",2,0.375381,0.3912577,0.026957068,596,605,0.0148760330578512
"283",2025,2025,"GH","Pmu","cut","E","CON",2,"a",3,0.3805953,0.3912577,0.026957068,596,605,0.0148760330578512
"284",2025,2025,"GH","Pmu","cut","E","CON",2,"b",1,0.3786793,0.4120782,0.007015594,539,562,0.0409252669039146
"285",2025,2025,"GH","Pmu","cut","E","CON",2,"b",2,0.3692261,0.4120782,0.007015594,539,562,0.0409252669039146
"286",2025,2025,"GH","Pmu","cut","E","CON",2,"b",3,0.3889103,0.4120782,0.007015594,539,562,0.0409252669039146
"287",2025,2025,"GH","Pmu","cut","E","CON",3,"b",1,0.3034752,0.2847816,0.019163833,544,568,0.0422535211267606
"288",2025,2025,"GH","Pmu","cut","E","CON",3,"b",2,0.2937893,0.2847816,0.019163833,544,568,0.0422535211267606
"289",2025,2025,"GH","Pmu","cut","E","CON",3,"b",3,0.3119154,0.2847816,0.019163833,544,568,0.0422535211267606
"290",2025,2025,"GH","Pmu","cut","E","CON",4,"a",1,0.3820455,0.4258174,0.02723422,519,625,0.1696
"291",2025,2025,"GH","Pmu","cut","E","CON",6,"a",1,0.3955901,0.3846352,0.003358146,568,587,0.0323679727427598
"292",2025,2025,"GH","Pmu","cut","E","CON",6,"a",2,0.3803603,0.3846352,0.003358146,568,587,0.0323679727427598
"293",2025,2025,"GH","Pmu","cut","E","CON",6,"a",3,0.4578564,0.3846352,0.003358146,568,587,0.0323679727427598
"294",2025,2025,"GH","Pmu","cut","E","CON",6,"b",1,0.4286882,0.4174046,0.018517624,628,630,0.00317460317460317
"295",2025,2025,"GH","Pmu","cut","E","CON",6,"b",2,0.4350247,0.4174046,0.018517624,628,630,0.00317460317460317
"296",2025,2025,"GH","Pmu","cut","E","CON",6,"b",3,0.4414345,0.4174046,0.018517624,628,630,0.00317460317460317
"297",2025,2025,"GH","Pmu","cut","E","UV",1,"b",1,0.3839982,0.4475725,0.03985694,679,691,0.0173661360347323
"298",2025,2025,"GH","Pmu","cut","E","UV",1,"b",2,0.4309668,0.4475725,0.03985694,679,691,0.0173661360347323
"300",2025,2025,"GH","Pmu","cut","E","UV",2,"a",1,0.4202685,0.3989391,0.054147433,593,600,0.0116666666666667
"301",2025,2025,"GH","Pmu","cut","E","UV",2,"a",2,0.4228886,0.3989391,0.054147433,593,600,0.0116666666666667
"302",2025,2025,"GH","Pmu","cut","E","UV",2,"a",3,0.4374739,0.3989391,0.054147433,593,600,0.0116666666666667
"303",2025,2025,"GH","Pmu","cut","E","UV",2,"b",1,0.4481817,0.4124682,0.041033856,776,786,0.0127226463104326
"304",2025,2025,"GH","Pmu","cut","E","UV",2,"b",2,0.4515642,0.4124682,0.041033856,776,786,0.0127226463104326
"305",2025,2025,"GH","Pmu","cut","E","UV",2,"b",3,0.4559273,0.4124682,0.041033856,776,786,0.0127226463104326
"306",2025,2025,"GH","Pmu","cut","E","UV",3,"a",1,0.3390877,0.3043564,0.038239186,564,576,0.0208333333333333
"307",2025,2025,"GH","Pmu","cut","E","UV",3,"a",2,0.3515491,0.3043564,0.038239186,564,576,0.0208333333333333
"308",2025,2025,"GH","Pmu","cut","E","UV",3,"a",3,0.3608822,0.3043564,0.038239186,564,576,0.0208333333333333
"309",2025,2025,"GH","Pmu","cut","E","UV",3,"b",1,0.3850092,0.3529574,0.03200295,573,633,0.0947867298578199
"310",2025,2025,"GH","Pmu","cut","E","UV",3,"b",2,0.4227777,0.3529574,0.03200295,573,633,0.0947867298578199
"311",2025,2025,"GH","Pmu","cut","E","UV",3,"b",3,0.4025352,0.3529574,0.03200295,573,633,0.0947867298578199
"312",2025,2025,"GH","Pmu","cut","E","UV",4,"a",1,0.3886383,0.4251376,0.02410329,514,590,0.128813559322034
"313",2025,2025,"GH","Pmu","cut","E","UV",4,"a",2,0.3849146,0.4251376,0.02410329,514,590,0.128813559322034
"314",2025,2025,"GH","Pmu","cut","E","UV",4,"a",3,0.4002763,0.4251376,0.02410329,514,590,0.128813559322034
"315",2025,2025,"GH","Pmu","cut","E","UV",4,"b",1,0.4692292,0.5010324,0.036251166,507,628,0.192675159235669
"316",2025,2025,"GH","Pmu","cut","E","UV",4,"b",2,0.4576938,0.5010324,0.036251166,507,628,0.192675159235669
"317",2025,2025,"GH","Pmu","cut","E","UV",4,"b",3,0.4438318,0.5010324,0.036251166,507,628,0.192675159235669
"318",2025,2025,"GH","Pmu","cut","E","UV",6,"b",1,0.4231204,0.3838629,0.02939678,603,631,0.0443740095087163
"319",2025,2025,"GH","Pmu","cut","E","UV",6,"b",2,0.4067677,0.3838629,0.02939678,603,631,0.0443740095087163
"320",2025,2025,"GH","Pmu","cut","E","UV",6,"b",3,0.475204,0.3838629,0.02939678,603,631,0.0443740095087163
"321",2025,2025,"GH","Pmu","cut","F","CON",2,"a",1,0.4301721,0.4432867,0.023943635,656,662,0.00906344410876133
"322",2025,2025,"GH","Pmu","cut","F","CON",2,"a",2,0.4338699,0.4432867,0.023943635,656,662,0.00906344410876133
"323",2025,2025,"GH","Pmu","cut","F","CON",2,"b",1,0.4038387,0.4350435,0.054380027,609,624,0.0240384615384615
"324",2025,2025,"GH","Pmu","cut","F","CON",2,"b",2,0.4090183,0.4350435,0.054380027,609,624,0.0240384615384615
"325",2025,2025,"GH","Pmu","cut","F","CON",2,"b",3,0.4052885,0.4350435,0.054380027,609,624,0.0240384615384615
"326",2025,2025,"GH","Pmu","cut","F","CON",3,"a",1,0.3220203,0.3434546,0.020387116,560,573,0.0226876090750436
"327",2025,2025,"GH","Pmu","cut","F","CON",3,"a",2,0.4114956,0.3434546,0.020387116,560,573,0.0226876090750436
"328",2025,2025,"GH","Pmu","cut","F","CON",3,"b",1,0.3313953,0.3411739,0.027626874,605,613,0.0130505709624796
"329",2025,2025,"GH","Pmu","cut","F","CON",3,"b",2,0.3425838,0.3411739,0.027626874,605,613,0.0130505709624796
"330",2025,2025,"GH","Pmu","cut","F","CON",3,"b",3,0.3224254,0.3411739,0.027626874,605,613,0.0130505709624796
"331",2025,2025,"GH","Pmu","cut","F","CON",4,"a",1,0.4972149,0.5115209,0.038958402,580,583,0.00514579759862779
"332",2025,2025,"GH","Pmu","cut","F","CON",4,"a",2,0.4728934,0.5115209,0.038958402,580,583,0.00514579759862779
"333",2025,2025,"GH","Pmu","cut","F","CON",4,"a",3,0.4718519,0.5115209,0.038958402,580,583,0.00514579759862779
"334",2025,2025,"GH","Pmu","cut","F","CON",4,"b",1,0.456322,0.4715124,0.044364445,645,652,0.0107361963190184
"335",2025,2025,"GH","Pmu","cut","F","CON",4,"b",2,0.4361475,0.4715124,0.044364445,645,652,0.0107361963190184
"336",2025,2025,"GH","Pmu","cut","F","CON",4,"b",3,0.4368366,0.4715124,0.044364445,645,652,0.0107361963190184
"337",2025,2025,"GH","Pmu","cut","F","CON",5,"a",1,0.4292732,0.4281772,0.022145594,587,612,0.0408496732026144
"338",2025,2025,"GH","Pmu","cut","F","CON",5,"a",2,0.4323311,0.4281772,0.022145594,587,612,0.0408496732026144
"339",2025,2025,"GH","Pmu","cut","F","CON",5,"a",3,0.4628621,0.4281772,0.022145594,587,612,0.0408496732026144
"340",2025,2025,"GH","Pmu","cut","F","CON",5,"b",1,0.449446,0.4325575,0.022324917,547,558,0.0197132616487455
"341",2025,2025,"GH","Pmu","cut","F","CON",5,"b",2,0.4598903,0.4325575,0.022324917,547,558,0.0197132616487455
"342",2025,2025,"GH","Pmu","cut","F","CON",5,"b",3,0.4694736,0.4325575,0.022324917,547,558,0.0197132616487455
"343",2025,2025,"GH","Pmu","cut","F","CON",6,"a",1,0.4459526,0.3978591,0.033628514,590,600,0.0166666666666667
"344",2025,2025,"GH","Pmu","cut","F","CON",6,"a",2,0.4217176,0.3978591,0.033628514,590,600,0.0166666666666667
"345",2025,2025,"GH","Pmu","cut","F","CON",6,"a",3,0.4349847,0.3978591,0.033628514,590,600,0.0166666666666667
"346",2025,2025,"GH","Pmu","cut","F","UV",1,"a",1,0.3907864,0.4383512,0.027727927,578,599,0.0350584307178631
"347",2025,2025,"GH","Pmu","cut","F","UV",1,"a",2,0.3955286,0.4383512,0.027727927,578,599,0.0350584307178631
"348",2025,2025,"GH","Pmu","cut","F","UV",1,"a",3,0.4149491,0.4383512,0.027727927,578,599,0.0350584307178631
"349",2025,2025,"GH","Pmu","cut","F","UV",1,"b",1,0.4097683,0.4906959,0.040086892,561,569,0.0140597539543058
"350",2025,2025,"GH","Pmu","cut","F","UV",1,"b",2,0.4077319,0.4906959,0.040086892,561,569,0.0140597539543058
"351",2025,2025,"GH","Pmu","cut","F","UV",1,"b",3,0.453799,0.4906959,0.040086892,561,569,0.0140597539543058
"352",2025,2025,"GH","Pmu","cut","F","UV",2,"a",1,0.4014128,0.4187472,0.017101855,612,613,0.00163132137030995
"353",2025,2025,"GH","Pmu","cut","F","UV",2,"a",2,0.3916143,0.4187472,0.017101855,612,613,0.00163132137030995
"354",2025,2025,"GH","Pmu","cut","F","UV",2,"a",3,0.3966297,0.4187472,0.017101855,612,613,0.00163132137030995
"355",2025,2025,"GH","Pmu","cut","F","UV",2,"b",1,0.3981663,0.422357,0.003994932,620,627,0.0111642743221691
"356",2025,2025,"GH","Pmu","cut","F","UV",2,"b",2,0.3988307,0.422357,0.003994932,620,627,0.0111642743221691
"357",2025,2025,"GH","Pmu","cut","F","UV",2,"b",3,0.4087888,0.422357,0.003994932,620,627,0.0111642743221691
"358",2025,2025,"GH","Pmu","cut","F","UV",3,"a",1,0.353298,0.3407546,0.01680068,510,612,0.166666666666667
"359",2025,2025,"GH","Pmu","cut","F","UV",3,"a",2,0.3639989,0.3407546,0.01680068,510,612,0.166666666666667
"360",2025,2025,"GH","Pmu","cut","F","UV",3,"a",3,0.3538849,0.3407546,0.01680068,510,612,0.166666666666667
"361",2025,2025,"GH","Pmu","cut","F","UV",4,"b",1,0.3698531,0.3964778,0.033087631,636,648,0.0185185185185185
"362",2025,2025,"GH","Pmu","cut","F","UV",4,"b",2,0.4168822,0.3964778,0.033087631,636,648,0.0185185185185185
"363",2025,2025,"GH","Pmu","cut","F","UV",4,"b",3,0.4234151,0.3964778,0.033087631,636,648,0.0185185185185185
"364",2025,2025,"GH","Pmu","cut","F","UV",6,"a",1,0.4238694,0.3568884,0.006477764,557,605,0.0793388429752066
"365",2025,2025,"GH","Pmu","cut","F","UV",6,"a",2,0.3454672,0.3568884,0.006477764,557,605,0.0793388429752066
"366",2025,2025,"GH","Pmu","cut","F","UV",6,"a",3,0.3277424,0.3568884,0.006477764,557,605,0.0793388429752066
"367",2025,2025,"GH","Pmu","cut","F","UV",6,"b",1,0.4459036,0.4019257,0.012103005,584,595,0.0184873949579832
"368",2025,2025,"GH","Pmu","cut","F","UV",6,"b",2,0.4341948,0.4019257,0.012103005,584,595,0.0184873949579832
"369",2025,2025,"GH","Pmu","cut","F","UV",6,"b",3,0.4372303,0.4019257,0.012103005,584,595,0.0184873949579832
